event_id,event_type,event_topic,schema_version,event_timestamp,created_ts,producer,correlation_ids,payload
KEVT-COM-SEARCH-PERFORMED-20260303-0000000001,search_performed,commerce_events,1,2026-03-03T22:35:37,2026-03-03T22:35:57,vina_bim_shop.synthetic_source,"{'session_id': 'SES-CTO-20260304-00014580', 'anonymous_id': 'ANON-00001498', 'customer_id': 'CUS-CTO-00001498'}","{'query_family': 'FMCG', 'result_count': 19}"
KEVT-COM-SESSION-STARTED-20260303-0000000001,session_started,commerce_events,1,2026-03-03T22:35:56,2026-03-03T22:35:57,vina_bim_shop.synthetic_source,"{'session_id': 'SES-CTO-20260304-00014580', 'anonymous_id': 'ANON-00001498', 'customer_id': 'CUS-CTO-00001498'}","{'device_type': 'app_android', 'source': 'web'}"
KEVT-COM-EVT-VIE-20260303-00000001,product_viewed,commerce_events,1,2026-03-03T22:35:57,2026-03-03T22:35:57,vina_bim_shop.synthetic_source,"{'session_id': 'SES-CTO-20260304-00014580', 'anonymous_id': 'ANON-00001498', 'customer_id': 'CUS-CTO-00001498', 'product_id': 'PRD-FMCG-00001599', 'order_id': None}","{'surface': 'search_or_feed', 'product_id': 'PRD-FMCG-00001599', 'order_id': None, 'primary_category': 'FMCG', 'device_type': 'app_android', 'source': 'web', 'order_status': None, 'order_net_amount': None}"
KEVT-COM-EVT-VIE-20260303-00000002,product_viewed,commerce_events,1,2026-03-03T22:40:48,2026-03-03T22:40:48,vina_bim_shop.synthetic_source,"{'session_id': 'SES-CTO-20260304-00014580', 'anonymous_id': 'ANON-00001498', 'customer_id': 'CUS-CTO-00001498', 'product_id': 'PRD-FMCG-00005937', 'order_id': None}","{'surface': 'search_or_feed', 'product_id': 'PRD-FMCG-00005937', 'order_id': None, 'primary_category': 'FMCG', 'device_type': 'app_android', 'source': 'web', 'order_status': None, 'order_net_amount': None}"
KEVT-COM-SEARCH-PERFORMED-20260303-0000000002,search_performed,commerce_events,1,2026-03-03T22:44:35,2026-03-03T23:28:54,vina_bim_shop.synthetic_source,"{'session_id': 'SES-DNA-20260304-00021669', 'anonymous_id': 'ANON-00010032', 'customer_id': None}","{'query_family': 'ELHA', 'result_count': 37}"
KEVT-COM-SESSION-STARTED-20260303-0000000002,session_started,commerce_events,1,2026-03-03T22:44:54,2026-03-03T23:28:54,vina_bim_shop.synthetic_source,"{'session_id': 'SES-DNA-20260304-00021669', 'anonymous_id': 'ANON-00010032', 'customer_id': None}","{'device_type': 'desktop_web', 'source': 'app'}"
KEVT-COM-EVT-VIE-20260303-00000003,product_viewed,commerce_events,1,2026-03-03T22:44:55,2026-03-03T23:28:54,vina_bim_shop.synthetic_source,"{'session_id': 'SES-DNA-20260304-00021669', 'anonymous_id': 'ANON-00010032', 'customer_id': None, 'product_id': 'PRD-ELHA-00003352', 'order_id': None}","{'surface': 'search_or_feed', 'product_id': 'PRD-ELHA-00003352', 'order_id': None, 'primary_category': 'ELHA', 'device_type': 'desktop_web', 'source': 'app', 'order_status': None, 'order_net_amount': None}"
KEVT-COM-SEARCH-PERFORMED-20260303-0000000003,search_performed,commerce_events,1,2026-03-03T22:48:42,2026-03-03T22:49:02,vina_bim_shop.synthetic_source,"{'session_id': 'SES-HCM-20260304-00007473', 'anonymous_id': 'ANON-00005333', 'customer_id': None}","{'query_family': 'FMCG', 'result_count': 53}"
KEVT-COM-SESSION-STARTED-20260303-0000000003,session_started,commerce_events,1,2026-03-03T22:49:01,2026-03-03T22:49:02,vina_bim_shop.synthetic_source,"{'session_id': 'SES-HCM-20260304-00007473', 'anonymous_id': 'ANON-00005333', 'customer_id': None}","{'device_type': None, 'source': 'app'}"
KEVT-COM-EVT-VIE-20260303-00000004,product_viewed,commerce_events,1,2026-03-03T22:49:02,2026-03-03T22:49:02,vina_bim_shop.synthetic_source,"{'session_id': 'SES-HCM-20260304-00007473', 'anonymous_id': 'ANON-00005333', 'customer_id': None, 'product_id': 'PRD-FMCG-00004513', 'order_id': None}","{'surface': 'search_or_feed', 'product_id': 'PRD-FMCG-00004513', 'order_id': None, 'primary_category': 'FMCG', 'device_type': None, 'source': 'app', 'order_status': None, 'order_net_amount': None}"
