event_id,event_type,event_topic,schema_version,event_timestamp,created_ts,producer,correlation_ids,payload
KEVT-FUL-SHIPMENT-CREATED-20260426-0000001460,shipment_created,fulfillment_events,1,2026-04-26T00:03:04,2026-04-26T00:03:04,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-HAI-20260426-00001460', 'order_id': 'ORD-HPH-20260426-00001460', 'customer_id': 'CUS-HPH-00000637'}","{'shipping_city': 'Hai Phong', 'shipping_method': 'standard'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000001033,shipment_created,fulfillment_events,1,2026-04-26T00:10:11,2026-04-26T00:10:11,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-BIN-20260426-00001033', 'order_id': 'ORD-BDG-20260426-00001033', 'customer_id': 'CUS-BDG-00000503'}","{'shipping_city': 'Binh Duong', 'shipping_method': 'express'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000001365,shipment_created,fulfillment_events,1,2026-04-26T00:41:05,2026-04-26T00:41:05,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-BIN-20260426-00001365', 'order_id': 'ORD-BDG-20260426-00001365', 'customer_id': 'CUS-BDG-00000475'}","{'shipping_city': 'Binh Duong', 'shipping_method': 'same_day'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000000214,shipment_created,fulfillment_events,1,2026-04-26T00:41:20,2026-04-26T00:41:20,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-HA-20260426-00000214', 'order_id': 'ORD-HAN-20260426-00000214', 'customer_id': 'CUS-HAN-00000619'}","{'shipping_city': 'Ha Noi', 'shipping_method': 'pickup_point'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000001193,shipment_created,fulfillment_events,1,2026-04-26T00:50:27,2026-04-26T00:50:27,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-BIN-20260426-00001193', 'order_id': 'ORD-BDG-20260426-00001193', 'customer_id': 'CUS-BDG-00000276'}","{'shipping_city': 'Binh Duong', 'shipping_method': None}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000000073,shipment_created,fulfillment_events,1,2026-04-26T00:54:28,2026-04-26T00:54:28,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-OTH-20260426-00000073', 'order_id': 'ORD-OVN-20260426-00000073', 'customer_id': 'CUS-OVN-00000444'}","{'shipping_city': 'Other VN', 'shipping_method': 'standard'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000001413,shipment_created,fulfillment_events,1,2026-04-26T01:05:34,2026-04-26T01:05:34,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-HO-20260426-00001413', 'order_id': 'ORD-HCM-20260426-00001413', 'customer_id': 'CUS-HCM-00000575'}","{'shipping_city': 'Ho Chi Minh City', 'shipping_method': 'express'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000001202,shipment_created,fulfillment_events,1,2026-04-26T01:32:01,2026-04-26T01:32:01,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-DA-20260426-00001202', 'order_id': 'ORD-DAD-20260426-00001202', 'customer_id': 'CUS-DAD-00000212'}","{'shipping_city': 'Da Nang', 'shipping_method': 'express'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000001083,shipment_created,fulfillment_events,1,2026-04-26T01:32:14,2026-04-26T01:32:14,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-HA-20260426-00001083', 'order_id': 'ORD-HAN-20260426-00001083', 'customer_id': 'CUS-HAN-00000179'}","{'shipping_city': 'Ha Noi', 'shipping_method': 'same_day'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000001256,shipment_created,fulfillment_events,1,2026-04-26T01:54:06,2026-04-26T01:54:06,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-HO-20260426-00001256', 'order_id': 'ORD-HCM-20260426-00001256', 'customer_id': 'CUS-HCM-00000178'}","{'shipping_city': 'Ho Chi Minh City', 'shipping_method': 'standard'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000000397,shipment_created,fulfillment_events,1,2026-04-26T02:20:21,2026-04-26T02:20:21,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-HO-20260426-00000397', 'order_id': 'ORD-HCM-20260426-00000397', 'customer_id': 'CUS-HCM-00000010'}","{'shipping_city': 'Ho Chi Minh City', 'shipping_method': 'express'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000000435,shipment_created,fulfillment_events,1,2026-04-26T02:22:14,2026-04-26T02:22:14,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-DA-20260426-00000435', 'order_id': 'ORD-DAD-20260426-00000435', 'customer_id': 'CUS-DAD-00000531'}","{'shipping_city': 'Da Nang', 'shipping_method': 'standard'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000000770,shipment_created,fulfillment_events,1,2026-04-26T02:29:58,2026-04-26T02:29:58,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-DON-20260426-00000770', 'order_id': 'ORD-DNA-20260426-00000770', 'customer_id': 'CUS-DNA-00000543'}","{'shipping_city': 'Dong Nai', 'shipping_method': 'express'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000000135,shipment_created,fulfillment_events,1,2026-04-26T02:39:28,2026-04-26T02:39:28,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-NHA-20260426-00000135', 'order_id': 'ORD-NTR-20260426-00000135', 'customer_id': 'CUS-NTR-00000491'}","{'shipping_city': 'Nha Trang', 'shipping_method': 'express'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000000743,shipment_created,fulfillment_events,1,2026-04-26T03:55:01,2026-04-26T03:55:01,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-NHA-20260426-00000743', 'order_id': 'ORD-NTR-20260426-00000743', 'customer_id': 'CUS-NTR-00000597'}","{'shipping_city': 'Nha Trang', 'shipping_method': 'standard'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000001026,shipment_created,fulfillment_events,1,2026-04-26T06:05:17,2026-04-26T06:05:17,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-HO-20260426-00001026', 'order_id': 'ORD-HCM-20260426-00001026', 'customer_id': 'CUS-HCM-00000177'}","{'shipping_city': 'Ho Chi Minh City', 'shipping_method': 'same_day'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000000248,shipment_created,fulfillment_events,1,2026-04-26T06:17:55,2026-04-26T06:17:55,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-DA-20260426-00000248', 'order_id': 'ORD-DAD-20260426-00000248', 'customer_id': 'CUS-DAD-00000495'}","{'shipping_city': 'Da Nang', 'shipping_method': 'express'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000000418,shipment_created,fulfillment_events,1,2026-04-26T06:18:47,2026-04-26T06:18:47,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-DON-20260426-00000418', 'order_id': 'ORD-DNA-20260426-00000418', 'customer_id': 'CUS-DNA-00000593'}","{'shipping_city': 'Dong Nai', 'shipping_method': 'standard'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000001211,shipment_created,fulfillment_events,1,2026-04-26T06:21:53,2026-04-26T06:21:53,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-DON-20260426-00001211', 'order_id': 'ORD-DNA-20260426-00001211', 'customer_id': 'CUS-DNA-00000672'}","{'shipping_city': 'Dong Nai', 'shipping_method': 'standard'}"
KEVT-FUL-SHIPMENT-CREATED-20260426-0000000331,shipment_created,fulfillment_events,1,2026-04-26T06:26:18,2026-04-26T06:26:18,vina_bim_shop.synthetic_source,"{'shipment_id': 'SHP-HA-20260426-00000331', 'order_id': 'ORD-HAN-20260426-00000331', 'customer_id': 'CUS-HAN-00000770'}","{'shipping_city': 'Ha Noi', 'shipping_method': 'express'}"
