event_id,event_type,event_topic,schema_version,event_timestamp,created_ts,producer,correlation_ids,payload
KEVT-COM-SEARCH-PERFORMED-20260425-0000000001,search_performed,commerce_events,1,2026-04-25T22:41:20,2026-04-25T22:41:40,vina_bim_shop.synthetic_source,"{'session_id': 'SES-BDG-20260426-00001033', 'anonymous_id': 'ANON-00000503', 'customer_id': None}","{'query_family': 'FMCG', 'result_count': 14}"
KEVT-COM-SESSION-STARTED-20260425-0000000001,session_started,commerce_events,1,2026-04-25T22:41:39,2026-04-25T22:41:40,vina_bim_shop.synthetic_source,"{'session_id': 'SES-BDG-20260426-00001033', 'anonymous_id': 'ANON-00000503', 'customer_id': None}","{'device_type': 'mobile_web', 'source': 'app'}"
KEVT-COM-EVT-VIE-20260425-00000001,product_viewed,commerce_events,1,2026-04-25T22:41:40,2026-04-25T22:41:40,vina_bim_shop.synthetic_source,"{'session_id': 'SES-BDG-20260426-00001033', 'anonymous_id': 'ANON-00000503', 'customer_id': None, 'product_id': 'PRD-FMCG-00000190', 'order_id': None}","{'surface': 'search_or_feed', 'product_id': 'PRD-FMCG-00000190', 'order_id': None, 'primary_category': 'FMCG', 'device_type': 'mobile_web', 'source': 'app', 'order_status': None, 'order_net_amount': None}"
KEVT-COM-SEARCH-PERFORMED-20260425-0000000002,search_performed,commerce_events,1,2026-04-25T22:44:21,2026-04-25T22:44:41,vina_bim_shop.synthetic_source,"{'session_id': 'SES-HPH-20260426-00001460', 'anonymous_id': 'ANON-00000637', 'customer_id': 'CUS-HPH-00000637'}","{'query_family': 'FMCG', 'result_count': 64}"
KEVT-COM-SESSION-STARTED-20260425-0000000002,session_started,commerce_events,1,2026-04-25T22:44:40,2026-04-25T22:44:41,vina_bim_shop.synthetic_source,"{'session_id': 'SES-HPH-20260426-00001460', 'anonymous_id': 'ANON-00000637', 'customer_id': 'CUS-HPH-00000637'}","{'device_type': 'app_android', 'source': 'app'}"
KEVT-COM-EVT-VIE-20260425-00000002,product_viewed,commerce_events,1,2026-04-25T22:44:41,2026-04-25T22:44:41,vina_bim_shop.synthetic_source,"{'session_id': 'SES-HPH-20260426-00001460', 'anonymous_id': 'ANON-00000637', 'customer_id': 'CUS-HPH-00000637', 'product_id': 'PRD-FMCG-00000459', 'order_id': None}","{'surface': 'search_or_feed', 'product_id': 'PRD-FMCG-00000459', 'order_id': None, 'primary_category': 'FMCG', 'device_type': 'app_android', 'source': 'app', 'order_status': None, 'order_net_amount': None}"
KEVT-COM-EVT-VIE-20260425-00000003,product_viewed,commerce_events,1,2026-04-25T22:49:48,2026-04-25T22:49:48,vina_bim_shop.synthetic_source,"{'session_id': 'SES-BDG-20260426-00001033', 'anonymous_id': 'ANON-00000503', 'customer_id': 'CUS-BDG-00000503', 'product_id': 'PRD-FMCG-00000145', 'order_id': None}","{'surface': 'search_or_feed', 'product_id': 'PRD-FMCG-00000145', 'order_id': None, 'primary_category': 'FMCG', 'device_type': 'mobile_web', 'source': 'app', 'order_status': None, 'order_net_amount': None}"
KEVT-COM-EVT-VIE-20260425-00000004,product_viewed,commerce_events,1,2026-04-25T22:56:57,2026-04-25T22:56:57,vina_bim_shop.synthetic_source,"{'session_id': 'SES-BDG-20260426-00001033', 'anonymous_id': 'ANON-00000503', 'customer_id': 'CUS-BDG-00000503', 'product_id': 'PRD-FMCG-00000035', 'order_id': None}","{'surface': 'search_or_feed', 'product_id': 'PRD-FMCG-00000035', 'order_id': None, 'primary_category': 'FMCG', 'device_type': 'mobile_web', 'source': 'app', 'order_status': None, 'order_net_amount': None}"
KEVT-COM-EVT-VIE-20260425-00000005,product_viewed,commerce_events,1,2026-04-25T23:04:31,2026-04-25T23:04:31,vina_bim_shop.synthetic_source,"{'session_id': 'SES-BDG-20260426-00001033', 'anonymous_id': 'ANON-00000503', 'customer_id': 'CUS-BDG-00000503', 'product_id': 'PRD-FMCG-00000262', 'order_id': None}","{'surface': 'search_or_feed', 'product_id': 'PRD-FMCG-00000262', 'order_id': None, 'primary_category': 'FMCG', 'device_type': 'mobile_web', 'source': 'app', 'order_status': None, 'order_net_amount': None}"
KEVT-COM-EVT-VIE-20260425-00000006,product_viewed,commerce_events,1,2026-04-25T23:14:14,2026-04-25T23:14:14,vina_bim_shop.synthetic_source,"{'session_id': 'SES-BDG-20260426-00001033', 'anonymous_id': 'ANON-00000503', 'customer_id': 'CUS-BDG-00000503', 'product_id': 'PRD-FMCG-00000145', 'order_id': None}","{'surface': 'search_or_feed', 'product_id': 'PRD-FMCG-00000145', 'order_id': None, 'primary_category': 'FMCG', 'device_type': 'mobile_web', 'source': 'app', 'order_status': None, 'order_net_amount': None}"
